service_id,stop_sequence,stop_name_raw,normalized_stop_name,canonical_place_id,canonical_name_en,source_id
SVC0002,19,Uttar Badda,uttar badda,PLC0376,Uttar Badda,SRC_BUS_GITHUB
SVC0002,20,Notun Bazar,notun bazar,PLC0284,Notun Bazar,SRC_BUS_GITHUB
SVC0003,1,Fulbaria,fulbaria,PLC0113,Fulbaria,SRC_BUS_GITHUB
SVC0003,2,Golap Shah Mazar,golap shah mazar,PLC0123,Golapshah Mazar (Fulbaria),SRC_BUS_GITHUB
SVC0003,3,GPO,gpo,PLC0124,GPO,SRC_BUS_GITHUB
SVC0003,4,Paltan,paltan,PLC0291,Paltan,SRC_BUS_GITHUB
SVC0003,5,Press Club,press club,PLC0298,Press Club,SRC_BUS_GITHUB
SVC0003,6,High Court,high court,PLC0133,High Court,SRC_BUS_GITHUB
SVC0003,7,Matsya Bhaban,matsya bhaban,PLC0222,Matsya Bhaban,SRC_BUS_GITHUB
SVC0003,8,Shahbag,shahbag,PLC0331,Shahbag,SRC_BUS_GITHUB
SVC0003,9,Bangla Motor,bangla motor,PLC0037,Bangla Motor,SRC_BUS_GITHUB
SVC0003,10,Kawran Bazar,kawran bazar,PLC0178,Kawran Bazar,SRC_BUS_GITHUB
SVC0003,11,Farmgate,farmgate,PLC0112,Farmgate,SRC_BUS_GITHUB
SVC0003,12,Bijoy Sarani,bijoy sarani,PLC0057,Bijay Smarani,SRC_BUS_GITHUB
SVC0003,13,Jahangir Gate,jahangir gate,,,SRC_BUS_GITHUB
SVC0003,14,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0003,15,Chairman Bari,chairman bari,,,SRC_BUS_GITHUB
SVC0003,16,Sainik Club,sainik club,PLC0324,Sainik Club,SRC_BUS_GITHUB
SVC0003,17,Banani,banani,PLC0032,Banani,SRC_BUS_GITHUB
SVC0003,18,Kakali,kakali,,,SRC_BUS_GITHUB
SVC0003,19,Staff Road,staff road,PLC0356,Staff Road,SRC_BUS_GITHUB
SVC0003,20,MES,mes,,,SRC_BUS_GITHUB
SVC0003,21,Shewra,shewra,,,SRC_BUS_GITHUB
SVC0003,22,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0003,23,Khilkhet,khilkhet,PLC0193,Khilkhet,SRC_BUS_GITHUB
SVC0003,24,Airport,airport,PLC0005,Airport,SRC_BUS_GITHUB
SVC0003,25,Jashimuddin (Uttara),jashimuddin,PLC0142,Jasimuddin,SRC_BUS_GITHUB
SVC0003,26,Rajlakshmi,rajlakshmi,,,SRC_BUS_GITHUB
SVC0003,27,Azampur,azampur,PLC0017,Azampur,SRC_BUS_GITHUB
SVC0003,28,House Building,house building,PLC0135,House Building,SRC_BUS_GITHUB
SVC0003,29,Abdullahpur,abdullahpur,PLC0002,Abdullahpur (Jail),SRC_BUS_GITHUB
SVC0004,1,Sadarghat,sadarghat,PLC0321,Sadarghat,SRC_BUS_GITHUB
SVC0004,2,Ray Saheb Bazar,ray saheb bazar,PLC0317,Raysaheb Bazar,SRC_BUS_GITHUB
SVC0004,3,Naya Bazar,naya bazar,PLC0277,Nayabazar (No. 2 Buriganga Bridge),SRC_BUS_GITHUB
SVC0004,4,Golap Shah Mazar,golap shah mazar,PLC0123,Golapshah Mazar (Fulbaria),SRC_BUS_GITHUB
SVC0004,5,GPO,gpo,PLC0124,GPO,SRC_BUS_GITHUB
SVC0004,6,Paltan,paltan,PLC0291,Paltan,SRC_BUS_GITHUB
SVC0004,7,Kakrail,kakrail,PLC0155,Kakrail,SRC_BUS_GITHUB
SVC0004,8,Shantinagar,shantinagar,,,SRC_BUS_GITHUB
SVC0004,9,Malibagh Moor,malibagh,PLC0212,Malibagh,SRC_BUS_GITHUB
SVC0004,10,Mouchak,mouchak,PLC0265,Mouchak (Flyover),SRC_BUS_GITHUB
SVC0004,11,Nabisco,nabisco,PLC0268,Nabisco,SRC_BUS_GITHUB
SVC0004,12,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0004,13,Sainik Club,sainik club,PLC0324,Sainik Club,SRC_BUS_GITHUB
SVC0004,14,Banani,banani,PLC0032,Banani,SRC_BUS_GITHUB
SVC0004,15,Kakali,kakali,,,SRC_BUS_GITHUB
SVC0004,16,Staff Road,staff road,PLC0356,Staff Road,SRC_BUS_GITHUB
SVC0004,17,MES,mes,,,SRC_BUS_GITHUB
SVC0004,18,Shewra,shewra,,,SRC_BUS_GITHUB
SVC0004,19,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0004,20,Khilkhet,khilkhet,PLC0193,Khilkhet,SRC_BUS_GITHUB
SVC0004,21,Airport,airport,PLC0005,Airport,SRC_BUS_GITHUB
SVC0004,22,Jashimuddin (Uttara),jashimuddin,PLC0142,Jasimuddin,SRC_BUS_GITHUB
SVC0004,23,Rajlakshmi,rajlakshmi,,,SRC_BUS_GITHUB
SVC0004,24,Azampur,azampur,PLC0017,Azampur,SRC_BUS_GITHUB
SVC0004,25,House Building,house building,PLC0135,House Building,SRC_BUS_GITHUB
SVC0004,26,Abdullahpur,abdullahpur,PLC0002,Abdullahpur (Jail),SRC_BUS_GITHUB
SVC0004,27,Tongi,tongi,PLC0368,Tongi (Bastuhara),SRC_BUS_GITHUB
SVC0004,28,Station Road,road,,,SRC_BUS_GITHUB
SVC0004,29,Mill Gate,mill gate,,,SRC_BUS_GITHUB
SVC0004,30,Board Bazar,board bazar,PLC0061,Board Bazar,SRC_BUS_GITHUB
SVC0004,31,Gazipur Bypass,gazipur bypass,,,SRC_BUS_GITHUB
SVC0004,32,Konabari,konabari,PLC0197,Konabari,SRC_BUS_GITHUB
SVC0004,33,Chandra,chandra,PLC0070,Chandra,SRC_BUS_GITHUB
SVC0005,1,Kadamtali,kadamtali,PLC0151,Kadamtoli,SRC_BUS_GITHUB
SVC0005,2,Keraniganj,keraniganj,PLC0182,Keraniganj (New Jail),SRC_BUS_GITHUB
SVC0005,3,Babubazar,babubazar,PLC0020,Babu Bazar,SRC_BUS_GITHUB
SVC0005,4,Naya Bazar,naya bazar,PLC0277,Nayabazar (No. 2 Buriganga Bridge),SRC_BUS_GITHUB
SVC0005,5,Golap Shah Mazar,golap shah mazar,PLC0123,Golapshah Mazar (Fulbaria),SRC_BUS_GITHUB
SVC0005,6,GPO,gpo,PLC0124,GPO,SRC_BUS_GITHUB
SVC0005,7,Paltan,paltan,PLC0291,Paltan,SRC_BUS_GITHUB
SVC0005,8,Kakrail,kakrail,PLC0155,Kakrail,SRC_BUS_GITHUB
SVC0005,9,Shantinagar,shantinagar,,,SRC_BUS_GITHUB
SVC0005,10,Malibagh Moor,malibagh,PLC0212,Malibagh,SRC_BUS_GITHUB
SVC0005,11,Mouchak,mouchak,PLC0265,Mouchak (Flyover),SRC_BUS_GITHUB
SVC0005,12,Malibagh Railgate,malibagh railgate,,,SRC_BUS_GITHUB
SVC0005,13,Hazipara,hazipara,PLC0179,Kazipara,SRC_BUS_GITHUB
SVC0005,14,Rampura Bazar,rampura bazar,,,SRC_BUS_GITHUB
SVC0005,15,Rampura Bridge,rampura bridge,PLC0314,Rampura Bridge,SRC_BUS_GITHUB
SVC0005,16,Merul,merul,,,SRC_BUS_GITHUB
SVC0005,17,Badda,badda,PLC0023,Badda,SRC_BUS_GITHUB
SVC0005,18,Shahjadpur,shahjadpur,,,SRC_BUS_GITHUB
SVC0005,19,Bashtola,bashtola,,,SRC_BUS_GITHUB
SVC0005,20,Notun Bazar,notun bazar,PLC0284,Notun Bazar,SRC_BUS_GITHUB
SVC0005,21,Nadda,nadda,,,SRC_BUS_GITHUB
SVC0005,22,Bashundhara,bashundhara,PLC0045,Bashundhara,SRC_BUS_GITHUB
SVC0005,23,Jamuna Future Park,jamuna future park,PLC0139,Jamuna Future Park,SRC_BUS_GITHUB
SVC0005,24,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0005,25,Khilkhet,khilkhet,PLC0193,Khilkhet,SRC_BUS_GITHUB
SVC0005,26,Airport,airport,PLC0005,Airport,SRC_BUS_GITHUB
SVC0005,27,Jashimuddin (Uttara),jashimuddin,PLC0142,Jasimuddin,SRC_BUS_GITHUB
SVC0005,28,Rajlakshmi,rajlakshmi,,,SRC_BUS_GITHUB
SVC0005,29,Azampur,azampur,PLC0017,Azampur,SRC_BUS_GITHUB
SVC0005,30,House Building,house building,PLC0135,House Building,SRC_BUS_GITHUB
SVC0005,31,Abdullahpur,abdullahpur,PLC0002,Abdullahpur (Jail),SRC_BUS_GITHUB
SVC0005,32,Tongi,tongi,PLC0368,Tongi (Bastuhara),SRC_BUS_GITHUB
SVC0006,1,Ansar Camp,ansar camp,PLC0008,Ansar Camp,SRC_BUS_GITHUB
SVC0006,2,Mirpur 1,mirpur 1,PLC0239,Mirpur-1,SRC_BUS_GITHUB
SVC0006,3,Sony Cinema Hall,sony cinema hall,PLC0352,Soni Cinema Hall,SRC_BUS_GITHUB
SVC0006,4,Mirpur 2,mirpur 2,PLC0245,Mirpur-2,SRC_BUS_GITHUB
SVC0006,5,Mirpur 10,mirpur 10,PLC0240,Mirpur-10,SRC_BUS_GITHUB
SVC0006,6,Mirpur 11,mirpur 11,PLC0241,Mirpur-11,SRC_BUS_GITHUB
SVC0006,7,Purobi,purobi,PLC0302,Purbi,SRC_BUS_GITHUB
SVC0006,8,Kalshi,kalshi,PLC0161,Kalshi Morh,SRC_BUS_GITHUB
SVC0006,9,ECB Square,ecb square,,,SRC_BUS_GITHUB
SVC0006,10,MES,mes,,,SRC_BUS_GITHUB
SVC0006,11,Shewra,shewra,,,SRC_BUS_GITHUB
SVC0006,12,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0006,13,Jamuna Future Park,jamuna future park,PLC0139,Jamuna Future Park,SRC_BUS_GITHUB
SVC0006,14,Bashundhara,bashundhara,PLC0045,Bashundhara,SRC_BUS_GITHUB
SVC0006,15,Nadda,nadda,,,SRC_BUS_GITHUB
SVC0006,16,Notun Bazar,notun bazar,PLC0284,Notun Bazar,SRC_BUS_GITHUB
SVC0006,17,Bashtola,bashtola,,,SRC_BUS_GITHUB
SVC0006,18,Shahjadpur,shahjadpur,,,SRC_BUS_GITHUB
SVC0006,19,Uttar Badda,uttar badda,PLC0376,Uttar Badda,SRC_BUS_GITHUB
SVC0007,1,Motijheel,motijheel,PLC0263,Motijheel (Shapla Chattar),SRC_BUS_GITHUB
SVC0007,2,Gulistan,gulistan,PLC0128,Gulistan Morh,SRC_BUS_GITHUB
SVC0007,3,GPO,gpo,PLC0124,GPO,SRC_BUS_GITHUB
SVC0007,4,Paltan,paltan,PLC0291,Paltan,SRC_BUS_GITHUB
SVC0007,5,Kakrail,kakrail,PLC0155,Kakrail,SRC_BUS_GITHUB
SVC0007,6,Shantinagar,shantinagar,,,SRC_BUS_GITHUB
SVC0007,7,Malibagh Moor,malibagh,PLC0212,Malibagh,SRC_BUS_GITHUB
SVC0007,8,Mouchak,mouchak,PLC0265,Mouchak (Flyover),SRC_BUS_GITHUB
SVC0007,9,Mogbazar,mogbazar,PLC0210,Magbazar,SRC_BUS_GITHUB
SVC0007,10,Nabisco,nabisco,PLC0268,Nabisco,SRC_BUS_GITHUB
SVC0007,11,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0007,12,Chairman Bari,chairman bari,,,SRC_BUS_GITHUB
SVC0007,13,Kakali,kakali,,,SRC_BUS_GITHUB
SVC0007,14,Banani,banani,PLC0032,Banani,SRC_BUS_GITHUB
SVC0007,15,ECB Square,ecb square,,,SRC_BUS_GITHUB
SVC0007,16,Kalshi,kalshi,PLC0161,Kalshi Morh,SRC_BUS_GITHUB
SVC0007,17,Purobi,purobi,PLC0302,Purbi,SRC_BUS_GITHUB
SVC0007,18,Mirpur 10,mirpur 10,PLC0240,Mirpur-10,SRC_BUS_GITHUB
SVC0007,19,Mirpur 2,mirpur 2,PLC0245,Mirpur-2,SRC_BUS_GITHUB
SVC0007,20,Mirpur 1,mirpur 1,PLC0239,Mirpur-1,SRC_BUS_GITHUB
SVC0008,1,Nandan Park,nandan park,PLC0269,Nandan Park,SRC_BUS_GITHUB
SVC0008,2,Zirani Bazar,zirani bazar,PLC0147,Jirani Bazar,SRC_BUS_GITHUB
SVC0008,3,Baipayl,baipail,PLC0029,Baipail,SRC_BUS_GITHUB
SVC0008,4,Nobinagar,nobinagar,PLC0281,Nobinagar (Savar),SRC_BUS_GITHUB
SVC0008,5,Savar,savar,PLC0326,Savar,SRC_BUS_GITHUB
SVC0008,6,Hemayetpur,hemayetpur,PLC0132,Hemayetpur,SRC_BUS_GITHUB
SVC0008,7,Amin Bazar,amin bazar,PLC0006,Amin Bazar,SRC_BUS_GITHUB
SVC0008,8,Gabtoli,gabtoli,PLC0114,Gabtoli,SRC_BUS_GITHUB
SVC0008,9,Technical,technical,PLC0362,Technical,SRC_BUS_GITHUB
SVC0008,10,Kallyanpur,kalyanpur,PLC0163,Kalyanpur,SRC_BUS_GITHUB
SVC0008,11,Shyamoli,shyamoli,PLC0346,Shyamoli,SRC_BUS_GITHUB
SVC0008,12,Shishu Mela,shishu mela,PLC0343,Shishumela,SRC_BUS_GITHUB
SVC0008,13,College Gate,college gate,PLC0078,College Gate,SRC_BUS_GITHUB
SVC0008,14,Asad Gate,asad gate,PLC0012,Asad Gate,SRC_BUS_GITHUB
SVC0008,15,Khamar Bari,khamar bari,PLC0184,Khamarbari,SRC_BUS_GITHUB
SVC0008,16,Farmgate,farmgate,PLC0112,Farmgate,SRC_BUS_GITHUB
SVC0008,17,Kawran Bazar,kawran bazar,PLC0178,Kawran Bazar,SRC_BUS_GITHUB
SVC0008,18,Bangla Motor,bangla motor,PLC0037,Bangla Motor,SRC_BUS_GITHUB
SVC0008,19,Shahbag,shahbag,PLC0331,Shahbag,SRC_BUS_GITHUB
SVC0008,20,High Court,high court,PLC0133,High Court,SRC_BUS_GITHUB
SVC0008,21,Press Club,press club,PLC0298,Press Club,SRC_BUS_GITHUB
SVC0008,22,Paltan,paltan,PLC0291,Paltan,SRC_BUS_GITHUB
SVC0008,23,GPO,gpo,PLC0124,GPO,SRC_BUS_GITHUB
SVC0008,24,Gulistan,gulistan,PLC0128,Gulistan Morh,SRC_BUS_GITHUB
SVC0008,25,Motijheel,motijheel,PLC0263,Motijheel (Shapla Chattar),SRC_BUS_GITHUB
SVC0008,26,Kamalapur,kamalapur,PLC0166,Kamalapur Station,SRC_BUS_GITHUB
SVC0009,1,Mirpur 14,mirpur 14,PLC0244,Mirpur-14,SRC_BUS_GITHUB
SVC0009,2,Mirpur 10,mirpur 10,PLC0240,Mirpur-10,SRC_BUS_GITHUB
SVC0009,3,Mirpur 2,mirpur 2,PLC0245,Mirpur-2,SRC_BUS_GITHUB
SVC0009,4,Sony Cenema Hall,sony cinema hall,PLC0352,Soni Cinema Hall,SRC_BUS_GITHUB
SVC0009,5,Mirpur 1,mirpur 1,PLC0239,Mirpur-1,SRC_BUS_GITHUB
SVC0009,6,Mazar Road,mazar road,PLC0226,Mazar Road,SRC_BUS_GITHUB
SVC0009,7,Konabari,konabari,PLC0197,Konabari,SRC_BUS_GITHUB
SVC0009,8,Rupnagar,rupnagar,,,SRC_BUS_GITHUB
SVC0009,9,Beribadh,beribadh,PLC0050,Beribadh,SRC_BUS_GITHUB
SVC0009,10,Birulia,birulia,,,SRC_BUS_GITHUB
SVC0009,11,Ashulia,ashulia,PLC0015,Ashulia (Fantasy Kingdom),SRC_BUS_GITHUB
SVC0009,12,Zirabo,zirabo,PLC0385,Zirab,SRC_BUS_GITHUB
SVC0009,13,Fantasy Kingdom,fantasy kingdom,PLC0111,Fantasy Kingdom,SRC_BUS_GITHUB
SVC0009,14,Nandan Park,nandan park,PLC0269,Nandan Park,SRC_BUS_GITHUB
SVC0010,1,Shia Mosque,shia mosque,,,SRC_BUS_GITHUB
SVC0010,2,Japan Garden City,japan garden city,PLC0140,Japan Garden City,SRC_BUS_GITHUB
SVC0010,3,Adabor,adabor,,,SRC_BUS_GITHUB
SVC0010,4,Shyamoli,shyamoli,PLC0346,Shyamoli,SRC_BUS_GITHUB
SVC0010,5,Shishu Mela,shishu mela,PLC0343,Shishumela,SRC_BUS_GITHUB
SVC0010,6,Agargaon,agargaon,PLC0004,Agargaon,SRC_BUS_GITHUB
SVC0010,7,Zia Uddyan,zia uddyan,,,SRC_BUS_GITHUB
SVC0010,8,Bijoy Sarani,bijoy sarani,PLC0057,Bijay Smarani,SRC_BUS_GITHUB
SVC0010,9,Jahangir Gate,jahangir gate,,,SRC_BUS_GITHUB
SVC0010,10,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0010,11,Wireless,wireless,,,SRC_BUS_GITHUB
SVC0010,12,Gulshan 1,gulshan 1,PLC0129,Gulshan-1,SRC_BUS_GITHUB
SVC0010,13,Badda Link Road,badda link road,PLC0024,Badda Link Road,SRC_BUS_GITHUB
SVC0010,14,Madhya Badda,madhya badda,,,SRC_BUS_GITHUB
SVC0010,15,Merul,merul,,,SRC_BUS_GITHUB
SVC0010,16,Rampura Bridge,rampura bridge,PLC0314,Rampura Bridge,SRC_BUS_GITHUB
SVC0010,17,Banasree,banasree,,,SRC_BUS_GITHUB
SVC0011,1,Mirpur 1,mirpur 1,PLC0239,Mirpur-1,SRC_BUS_GITHUB
SVC0011,2,Mirpur 2,mirpur 2,PLC0245,Mirpur-2,SRC_BUS_GITHUB
SVC0011,3,Mirpur 10,mirpur 10,PLC0240,Mirpur-10,SRC_BUS_GITHUB
SVC0011,4,Kazipara,kazipara,PLC0179,Kazipara,SRC_BUS_GITHUB
SVC0011,5,Shewrapara,shewrapara,PLC0340,Shewrapara,SRC_BUS_GITHUB
SVC0011,6,Agargaon,agargaon,PLC0004,Agargaon,SRC_BUS_GITHUB
SVC0011,7,Bijoy Sarani,bijoy sarani,PLC0057,Bijay Smarani,SRC_BUS_GITHUB
SVC0011,8,Jahangir Gate,jahangir gate,,,SRC_BUS_GITHUB
SVC0011,9,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0011,10,Wireless,wireless,,,SRC_BUS_GITHUB
SVC0011,11,Gulshan 1,gulshan 1,PLC0129,Gulshan-1,SRC_BUS_GITHUB
SVC0011,12,Badda Link Road,badda link road,PLC0024,Badda Link Road,SRC_BUS_GITHUB
SVC0011,13,Madhya Badda,madhya badda,,,SRC_BUS_GITHUB
SVC0011,14,Merul,merul,,,SRC_BUS_GITHUB
SVC0011,15,Rampura Bridge,rampura bridge,PLC0314,Rampura Bridge,SRC_BUS_GITHUB
SVC0011,16,Banasree,banasree,,,SRC_BUS_GITHUB
SVC0012,1,Japan Garden City,japan garden city,PLC0140,Japan Garden City,SRC_BUS_GITHUB
SVC0012,2,Ring Road,ring road,,,SRC_BUS_GITHUB
SVC0012,3,Adabor,adabor,,,SRC_BUS_GITHUB
SVC0012,4,Shyamoli,shyamoli,PLC0346,Shyamoli,SRC_BUS_GITHUB
SVC0012,5,Shishu Mela,shishu mela,PLC0343,Shishumela,SRC_BUS_GITHUB
SVC0012,6,Agargaon,agargaon,PLC0004,Agargaon,SRC_BUS_GITHUB
SVC0012,7,Zia Uddyan,zia uddyan,,,SRC_BUS_GITHUB
SVC0012,8,Bijoy Sarani,bijoy sarani,PLC0057,Bijay Smarani,SRC_BUS_GITHUB
SVC0012,9,Old Airport,old airport,,,SRC_BUS_GITHUB
SVC0012,10,Jahangir Gate,jahangir gate,,,SRC_BUS_GITHUB
SVC0012,11,Mohakhali,mohakhali,PLC0250,Mohakhali,SRC_BUS_GITHUB
SVC0012,12,Chairman Bari,chairman bari,,,SRC_BUS_GITHUB
SVC0012,13,Sainik Club,sainik club,PLC0324,Sainik Club,SRC_BUS_GITHUB
SVC0012,14,kakali,kakali,,,SRC_BUS_GITHUB
SVC0012,15,Banani,banani,PLC0032,Banani,SRC_BUS_GITHUB
SVC0012,16,Staff Road,staff road,PLC0356,Staff Road,SRC_BUS_GITHUB
SVC0012,17,MES,mes,,,SRC_BUS_GITHUB
SVC0012,18,Shewra,shewra,,,SRC_BUS_GITHUB
SVC0012,19,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0012,20,Khilkhet,khilkhet,PLC0193,Khilkhet,SRC_BUS_GITHUB
SVC0012,21,Airport,airport,PLC0005,Airport,SRC_BUS_GITHUB
SVC0012,22,Jashimuddin (Uttara),jashimuddin,PLC0142,Jasimuddin,SRC_BUS_GITHUB
SVC0012,23,Rajlakshmi,rajlakshmi,,,SRC_BUS_GITHUB
SVC0012,24,Azampur,azampur,PLC0017,Azampur,SRC_BUS_GITHUB
SVC0012,25,House Building,house building,PLC0135,House Building,SRC_BUS_GITHUB
SVC0012,26,Abdullahpur,abdullahpur,PLC0002,Abdullahpur (Jail),SRC_BUS_GITHUB
SVC0013,1,Sign Board,sign board,PLC0348,Signboard,SRC_BUS_GITHUB
SVC0013,2,Shonir Akhra,shonir akhra,PLC0332,Shanir Akhra,SRC_BUS_GITHUB
SVC0013,3,Jatrabari,jatrabari,PLC0143,Jatrabari,SRC_BUS_GITHUB
SVC0013,4,Sayedabad,sayedabad,PLC0327,Sayedabad,SRC_BUS_GITHUB
SVC0013,5,Mugdapara,mugdapara,,,SRC_BUS_GITHUB
SVC0013,6,Bashabo,bashabo,PLC0044,Basabo,SRC_BUS_GITHUB
SVC0013,7,Khilgaon,khilgaon,,,SRC_BUS_GITHUB
SVC0013,8,Malibagh Railgate,malibagh railgate,,,SRC_BUS_GITHUB
SVC0013,9,Hazipara,hazipara,PLC0179,Kazipara,SRC_BUS_GITHUB
SVC0013,10,Rampura Bazar,rampura bazar,,,SRC_BUS_GITHUB
SVC0013,11,Rampura Bridge,rampura bridge,PLC0314,Rampura Bridge,SRC_BUS_GITHUB
SVC0013,12,Merul,merul,,,SRC_BUS_GITHUB
SVC0013,13,Badda,badda,PLC0023,Badda,SRC_BUS_GITHUB
SVC0013,14,Uttar Badda,uttar badda,PLC0376,Uttar Badda,SRC_BUS_GITHUB
SVC0013,15,Shahjadpur,shahjadpur,,,SRC_BUS_GITHUB
SVC0013,16,Bashtola -,bashtola,,,SRC_BUS_GITHUB
SVC0013,17,Notun Bazar,notun bazar,PLC0284,Notun Bazar,SRC_BUS_GITHUB
SVC0013,18,Nadda,nadda,,,SRC_BUS_GITHUB
SVC0013,19,Bashundhara,bashundhara,PLC0045,Bashundhara,SRC_BUS_GITHUB
SVC0013,20,Jamuna Future Park,jamuna future park,PLC0139,Jamuna Future Park,SRC_BUS_GITHUB
SVC0013,21,Kuril Bishwa Road,kuril bishwa road,PLC0203,Kuril Bishwa Road,SRC_BUS_GITHUB
SVC0013,22,Khilkhet,khilkhet,PLC0193,Khilkhet,SRC_BUS_GITHUB
SVC0013,23,Airport,airport,PLC0005,Airport,SRC_BUS_GITHUB
SVC0013,24,Jashimuddin (Uttara),jashimuddin,PLC0142,Jasimuddin,SRC_BUS_GITHUB
SVC0013,25,Rajlakshmi,rajlakshmi,,,SRC_BUS_GITHUB
SVC0013,26,Azampur,azampur,PLC0017,Azampur,SRC_BUS_GITHUB
SVC0013,27,House Building,house building,PLC0135,House Building,SRC_BUS_GITHUB
SVC0013,28,Abdullahpur,abdullahpur,PLC0002,Abdullahpur (Jail),SRC_BUS_GITHUB
